epoch,acc,loss,lr,val_acc,val_loss
0,0.018757815756565235,4.007597642423909,0.0005,0.02337228714524207,4.000577089185508
1,0.020008336807002917,4.005577541977826,0.0005,0.02337228721987226,4.008041068190127
2,0.023759899958315966,3.979119847843477,0.0005,0.04340567612687813,3.9266332015768315
3,0.0358482701125469,3.8368112654326207,0.0005,0.018363939899833055,3.817927347001727
4,0.04001667365748567,3.6947291226325407,0.0005,0.04674457436511433,3.6482955788531166
5,0.046269278866194245,3.5961120734864744,0.0005,0.041736227045075125,3.580833270275135
6,0.050020842060987135,3.5471457533659465,0.0005,0.04340567620150832,3.516652025245068
7,0.055022926240997944,3.4692716792306584,0.0005,0.05843071786310518,3.4152352622832995
8,0.057107127991727416,3.4431020980976483,0.0005,0.05342237069232635,3.4031130662545537
9,0.06127553147144644,3.418897452082123,0.0005,0.05843071786310518,3.4193127513528867
10,0.06961233849610424,3.3776571749647046,0.0005,0.05008347252872034,3.3885745369333256
11,0.07711546477699041,3.3581510534282524,0.0005,0.07178631051752922,3.357754750323415
12,0.07378074197582327,3.3425919361639242,0.0005,0.05843071786310518,3.34899513231892
13,0.07086285954654192,3.3493328656987282,0.0005,0.0651085141903172,3.3388719713946613
14,0.07711546477699041,3.304031842447609,0.0005,0.08013355592654424,3.3123289878061897
15,0.08837015427440939,3.265639288418489,0.0005,0.06343906510851419,3.2792695933868967
16,0.0933722384544202,3.256251982024631,0.0005,0.08514190324658344,3.271877061942583
17,0.08670279287382582,3.2200679655818454,0.0005,0.08013355607580462,3.240413424964739
18,0.10004168407849443,3.2035934047532013,0.0005,0.08681135232838645,3.2160488619828262
19,0.11213005423272536,3.1811985338464686,0.0005,0.10684474123539232,3.1915821316644224
20,0.1008753647570463,3.1533740936293606,0.0005,0.1035058431464165,3.1770707187748113
21,0.10379324720806755,3.1269951453055875,0.0005,0.11018363939899833,3.1281503819066017
22,0.11629845771244438,3.124019018457849,0.0005,0.09181969957379546,3.172358526809387
23,0.12046686121390332,3.1049631079220186,0.0005,0.10684474131002251,3.123279747461437
24,0.10462692793009926,3.092392623896597,0.0005,0.10183639406461349,3.107370665953036
25,0.11796581917824771,3.0682598125343277,0.0005,0.11519198679366772,3.0766191613893077
26,0.11879949979157982,3.0388819237160853,0.0005,0.11185308855543152,3.0599577112468537
27,0.12338474366181888,3.006274050302732,0.0005,0.1001669449828105,3.054237164718679
28,0.1233847436866645,3.004056785741713,0.0005,0.12520868120985557,3.0408967635866397
29,0.13964151732061444,2.9830398375712717,0.0005,0.10183639406461349,3.0425828657484613
30,0.13172155073306221,2.972706472242609,0.0005,0.11519198671903753,3.0677159672388448
31,0.12546894543739398,2.9904524910295938,0.0005,0.1302170284552646,3.032393041954614
32,0.12255106296463279,2.9657112901138234,0.0005,0.14357262118431882,3.042633538652143
33,0.140475198086126,2.9419089610897635,0.0005,0.13021702843038785,2.9929670204901337
34,0.1446436015441051,2.9176203750381373,0.0005,0.15525876475693984,2.9798471672905107
35,0.15381408926594897,2.897171010967094,0.0005,0.12687813026678185,3.02179566687455
36,0.13880783662032267,2.9117554610547747,0.0005,0.1502504174120239,2.96597134649057
37,0.1388078366420626,2.913840616579203,0.0005,0.12186978302137283,3.007073431460806
38,0.14714464362324053,2.882873983470635,0.0005,0.13355592669350078,2.988596723951362
39,0.15339724887232326,2.8501989490641013,0.0005,0.13522537567579687,2.9495772133287486
40,0.16006669449950317,2.8524101202862617,0.0005,0.1419031720030089,2.9643051015315747
41,0.16215089622849274,2.8469415693891302,0.0005,0.1419031721025158,2.98302017110019
42,0.1500625260960017,2.863519762694314,0.0005,0.15859766306980624,2.938389878440182
43,0.1642350979792222,2.806634504231576,0.0005,0.14023372316997318,3.0030210861976636
44,0.15839933314239943,2.8047272107560417,0.0005,0.15692821373923593,2.9512501065440486
45,0.17465610674839807,2.774818974964417,0.0005,0.1485809683302209,2.926744237766043
46,0.17465610673286955,2.778497954516075,0.0005,0.1435726210848119,2.893788228647936
47,0.17465610673286955,2.7707907352511114,0.0005,0.1485809685789882,2.9439697838784857
48,0.167986661195755,2.778414178162925,0.0005,0.1502504174120239,2.9220622143084696
49,0.17882451029954824,2.757753137500647,0.0005,0.16694490823005395,2.909070395866101
50,0.17423926642309778,2.762924058281317,0.0005,0.1502504174120239,2.8964792269100132
51,0.17757398920563072,2.724714978032432,0.0005,0.15358931567513684,2.890991934153791
52,0.1796581909563602,2.7300402752406003,0.0005,0.1435726210848119,2.910005588165309
53,0.1721550646288885,2.728864702993554,0.0005,0.1519198664938269,2.886238061127957
54,0.17465610673286955,2.7084641444678104,0.0005,0.16193656108415186,2.903775296346572
55,0.18549395585840273,2.7191035712744207,0.0005,0.16360601016595486,2.8754108923305455
56,0.1871613172589863,2.703118632464868,0.0005,0.16026711190284193,2.8937941843360813
57,0.19591496459031016,2.670311631039313,0.0005,0.17362270455726597,2.8480934810160794
58,0.19341392248632908,2.6686569181468496,0.0005,0.1786310520514423,2.8905365069043856
59,0.18966235935365025,2.659904634619614,0.0005,0.18363939904808402,2.8991599110808717
60,0.19549812423084714,2.651786564041446,0.0005,0.18363939914759092,2.8317707428749097
61,0.20133388913910108,2.6564166670096023,0.0005,0.19198664445709904,2.8497062244876994
62,0.20341809088983054,2.6328733982071872,0.0005,0.17195325547546297,2.8909512815969016
63,0.2009170487889552,2.635028640048213,0.0005,0.16360601006644795,2.8358511697867876
64,0.20883701546036137,2.629268144656838,0.0005,0.15859766306980624,2.862940600399979
65,0.2055022926436657,2.622930500595805,0.0005,0.175292153639069,2.88752475704295
66,0.21092121719245663,2.6293595131360874,0.0005,0.16360601016595486,2.864433754266602
67,0.20425177159322805,2.61784552126539,0.0005,0.19365609378766935,2.8434849903858166
68,0.2063359733408518,2.5773220719174077,0.0005,0.18363939904808402,2.8372153081559577
69,0.211338057610928,2.6054617959094477,0.0005,0.18864774654226033,2.883790084237049
70,0.22467694875037686,2.5832545689713613,0.0005,0.19198664445709904,2.8345187418846933
71,0.21675698209449917,2.58330822279176,0.0005,0.17362270455726597,2.8037242793877653
72,0.2284285119234298,2.5746826330489445,0.0005,0.20033389001537444,2.8133417198773416
73,0.22634431016648893,2.5561862908188826,0.0005,0.180300500884478,2.8414729632598927
74,0.22967903299250172,2.5567260348036567,0.0005,0.20200333919668437,2.8331262802639867
75,0.22842851196690966,2.5462628232781817,0.0005,0.19031719537529604,2.81104665805581
76,0.23092955399945955,2.5370184381388783,0.0005,0.19866444103307834,2.76567808753859
77,0.23176323474323118,2.5187696124574153,0.0005,0.19699499180201496,2.828361446948999
78,0.2305127136741593,2.51697463301531,0.0005,0.20200333894791705,2.810397821993183
79,0.23968320139600316,2.4989403117045903,0.0005,0.19365609378766935,2.837769723893804
80,0.24468528555427407,2.5144899837570223,0.0005,0.19031719537529604,2.8525990872629894
81,0.23176323469975135,2.5178010601856253,0.0005,0.19198664445709904,2.8157653876258455
82,0.24010004172751484,2.47662595849874,0.0005,0.21869782976594712,2.810996862803158
83,0.2434347645038364,2.494374550695765,0.0005,0.20868113527512908,2.7821208192828504
84,0.24760316803014096,2.465042443313217,0.0005,0.20033389011488137,2.8054168867149416
85,0.24510212592926559,2.4513008817129704,0.0005,0.20868113527512908,2.7977377009113167
86,0.24676948732363777,2.478260552997438,0.0005,0.20701168619332608,2.8160158491293856
87,0.25052105045631656,2.4570732019304384,0.0005,0.19198664445709904,2.790650934130202
88,0.24426844524760802,2.4489796215318154,0.0005,0.22871452425676514,2.7591915837114365
89,0.2638599416609852,2.4244606462107345,0.0005,0.20701168621820282,2.8133380222002136
90,0.26010837852830637,2.4290746321723877,0.0005,0.20868113530000582,2.811611539732435
91,0.26094205920996394,2.4476650216371727,0.0005,0.21368948247078465,2.7668407325553575
92,0.2501042101496505,2.432304879932316,0.0005,0.20868113530000582,2.806428364003839
93,0.2630262609606934,2.43600558747645,0.0005,0.20534223713639982,2.8281516606899255
94,0.2501042101061707,2.416682574986517,0.0005,0.1986644408091878,2.7852636792623935
95,0.2630262610290189,2.393321850141817,0.0005,0.2020033389727938,2.780301151769189
96,0.2726135890326832,2.3851012562453224,0.0005,0.2337228716016811,2.7670161728070855
97,0.27136306803193677,2.3860457436449085,0.0005,0.21368948262004503,2.7835802112477452
98,0.2742809504146326,2.3560363841881697,0.0005,0.19699499172738477,2.847654370115277
99,0.2705293872633195,2.38652721540587,0.0005,0.20701168621820282,2.767766147702684
