epoch,acc,loss,lr,val_acc,val_loss
0,0.03228228228228228,3.8946423059628335,0.0005,0.03005008354708428,3.706390488326848
1,0.052719386052719384,3.5977561749893305,0.0005,0.0701168615103564,3.450196851673031
2,0.06514848181514848,3.44538586092743,0.0005,0.050083472603350526,3.360553253473145
3,0.06956956956956957,3.364936205081475,0.0005,0.08848080141018945,3.3111772987002723
4,0.08575241908575242,3.2800981373957168,0.0005,0.09515859781203166,3.279045979845305
5,0.10235235235235235,3.2006396552026373,0.0005,0.11018363939899833,3.1879795150884207
6,0.1120286953620287,3.134597384615425,0.0005,0.11018363947362853,3.1568803811113106
7,0.12462462462462462,3.0864506372420597,0.0005,0.10350584307178631,3.2199997058097827
8,0.13571905238571905,3.0306583938496807,0.0005,0.12353923212805255,3.1328544572916175
9,0.14988309953239812,3.0012666516568394,0.0005,0.11018363939899833,3.190801105435583
10,0.15775,2.93789856561025,0.0005,0.11519198671903753,3.141305123824309
11,0.1690881763527054,2.9065136274816834,0.0005,0.1419031720278856,3.0114924919625157
12,0.18275,2.851407675425212,0.0005,0.1385642738642796,3.0015604758700465
13,0.18754175016700067,2.817329916463507,0.0005,0.14524207026612182,3.048227906028098
14,0.1966966966966967,2.7975091170500943,0.0005,0.13355592661887059,3.0628124258554044
15,0.20178511845178512,2.7621163722074225,0.0005,0.14858096835509763,3.0363413340261265
16,0.20704037370704037,2.720400562356383,0.0005,0.14357262103505844,3.0692432889954278
17,0.2147147147147147,2.6989898413548996,0.0005,0.16193656100952167,3.025381922522849
18,0.22681014347681014,2.6686303188373617,0.0005,0.14858096835509763,3.0552624525729324
19,0.22839506172839505,2.6467082685814884,0.0005,0.15692821376411267,3.1016885052141245
20,0.23873873873873874,2.624201680407112,0.0005,0.1636060100913247,2.9873909321372616
21,0.24574574574574576,2.5936722108671018,0.0005,0.1702838064185367,3.0006954988374535
22,0.24324324324324326,2.583754209029026,0.0005,0.1769616027457487,2.9826999614155154
23,0.2475809142475809,2.5678066066554837,0.0005,0.1669449082549307,3.050526108288009
24,0.24799599198396793,2.5570888092458923,0.0005,0.15859766292054586,3.013710783797632
25,0.25708333333333333,2.535011541525523,0.0005,0.1769616027457487,3.0082489970530415
26,0.2627627627627628,2.518741347688733,0.0005,0.1652754591731277,3.072811947840084
27,0.2576820307281229,2.50121265948416,0.0005,0.16026711192771867,3.165968116416358
28,0.26716666666666666,2.4896143283843992,0.0005,0.1652754591731277,3.0209445272741813
29,0.2715430861723447,2.4872846069062002,0.0005,0.16026711192771867,3.116455843134197
30,0.2834501167834501,2.444124308712768,0.0005,0.18530884815476376,2.9960083714709658
31,0.2809476142809476,2.4543216777396752,0.0005,0.1652754591731277,3.0845132777607303
32,0.2778611945278612,2.4319680900942853,0.0005,0.16026711192771867,3.1301583017849164
33,0.28258333333333335,2.4263283060391743,0.0005,0.18030050098398492,3.037297397702684
34,0.2859051436205745,2.420990860095881,0.0005,0.17863105182755173,3.0426133554646486
35,0.2921254587921255,2.391904945328986,0.0005,0.1686143573367337,3.047695510176466
36,0.29562896229562896,2.39591013613565,0.0005,0.1986644408091878,3.0692160356422895
37,0.2893727060393727,2.379240918923188,0.0005,0.18530884822939395,2.991144910280613
38,0.2997163830497164,2.3724854153158033,0.0005,0.19365609363840897,3.0815822489074556
39,0.30455455455455455,2.3504773837787374,0.0005,0.19198664455660597,3.0591391506099543
40,0.3088677354709419,2.3328007794891743,0.0005,0.17863105190218193,3.049385366535346
41,0.3005,2.350811286767324,0.0005,0.18864774639299994,3.0080785484664228
42,0.312645979312646,2.3299944445734466,0.0005,0.18697829731119694,3.0127341970179433
43,0.3062792251169005,2.3281735873015306,0.0005,0.18030050098398492,3.129778641492178
44,0.3145,2.3195470841725667,0.0005,0.19198664455660597,2.9935159464312315
45,0.3189856523189857,2.2942954743747754,0.0005,0.19532554272021196,3.058148513851261
46,0.3191382765531062,2.2766105317241285,0.0005,0.208681135374636,3.0496642748780163
47,0.31790123456790126,2.2823964964758767,0.0005,0.17863105182755173,3.094735376026873
48,0.31931931931931934,2.276372241703399,0.0005,0.18697829731119694,3.078577165810612
49,0.3241574908241575,2.2637908888292744,0.0005,0.19532554272021196,3.0091958559415177
50,0.3209166666666667,2.2756255780855814,0.0005,0.19031719547480294,3.0355530792166276
51,0.33525384101536404,2.2307555999211175,0.0005,0.208681135374636,2.9119817386684512
52,0.332665999332666,2.2375037495915717,0.0005,0.19532554272021196,3.076527599898324
53,0.3248333333333333,2.257107427120209,0.0005,0.20701168619332608,3.159861391892218
54,0.3307448229792919,2.2459793566622253,0.0005,0.20534223713639982,2.9443897814901923
55,0.3401666666666667,2.228307378609975,0.0005,0.22203672802906005,2.892194232080934
56,0.333500334001336,2.2136051653223032,0.0005,0.19699499180201496,3.172825739658337
57,0.3391725058391725,2.2141879195963337,0.0005,0.23038397343807507,2.9266724455137685
58,0.33867200533867203,2.2106738652155165,0.0005,0.21535893170184803,2.994580578525397
59,0.3449282615949283,2.197767521406676,0.0005,0.23205342251987807,2.857968033454653
60,0.34434434434434436,2.1874489023719663,0.0005,0.210350584456439,3.08886444827352
